ID,BillingType,Status,Category,DateAdd,LastOnline,MrrTotal,Quantity,ServicesStart Date,ServicesEnd Date,ServicesStatus,ServiceName,Price,Locations
2636,recurring,disabled,person,2020-06-23,2021-10-11T00:00:59,0,1,2021-07-01,,active,FTTH 15,26000,MIH - Tamwe
2641,recurring,active,person,2020-06-24,2022-11-11T00:43:22,31500,1,2021-07-01,,active,FTTH 15,26000,MIH - Kyimyintdaing
2643,recurring,disabled,person,2020-06-24,2020-08-24T20:04:39,0,1,2021-07-01,2022-03-31,disabled,FTTH 25,42000,MIH - Tamwe
2648,recurring,disabled,person,2020-06-24,2022-06-06T22:25:10,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2649,recurring,disabled,person,2020-06-24,2020-10-31T09:55:01,0,1,2021-07-01,,active,FTTH 15,26000,MIH - Kyauktada
2657,recurring,active,person,2020-07-11,2022-11-11T00:49:42,26000,1,2021-07-01,2021-08-31,disabled,FTTH 60,75000,PYAY-CITY-FTTH
2661,recurring,blocked,person,2020-06-25,2022-11-11T00:43:30,42000,1,2020-03-30,2020-10-21,hidden,FTTH 15,26000,MIH - Hlaing
2664,recurring,disabled,person,2020-06-25,2021-01-29T09:06:31,0,1,2021-07-01,2022-04-30,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2665,recurring,disabled,person,2020-06-25,2022-09-07T14:06:07,0,1,2021-08-01,2022-07-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2671,recurring,disabled,person,2020-06-25,2021-03-04T19:30:04,0,1,2020-03-31,2021-01-17,hidden,FTTH 15,26000,MIH - Insein
2673,recurring,active,person,2020-06-26,2022-11-11T00:49:35,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2674,recurring,blocked,person,2020-06-26,2021-08-16T23:54:29,0,1,2020-03-31,,hidden,FTTH 15,26000,MIH - Thingangyun
2677,recurring,active,person,2020-06-26,2022-11-11T00:49:32,26000,1,2021-08-16,2021-08-31,disabled,FTTH 20,26000,PYAY-CITY-FTTH
2679,recurring,disabled,person,2020-06-26,,0,1,2021-07-01,2021-07-01,hidden,FTTH 15,26000,MIH - Pabaedan
2681,recurring,active,person,2020-06-27,2022-11-11T00:45:13,64285.7142,1,2020-04-01,,hidden,FTTH 15,26000,APN - The Leaf
2682,recurring,disabled,person,2020-06-27,2021-01-15T11:22:09,0,1,2020-04-03,2020-05-08,hidden,FTTH 15,26000,MIH - Hlaing
2683,recurring,active,person,2020-06-27,2022-11-11T00:45:15,22285.7142,1,2020-04-01,,hidden,FTTH 15,26000,APN - The Leaf
2684,recurring,active,person,2020-06-27,2022-11-11T00:43:29,19500,1,2020-04-01,,hidden,FTTH 15,26000,MIH - Mayangone
2685,recurring,disabled,person,2020-06-27,2020-12-21T20:29:06,0,1,2021-07-01,2022-04-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2687,recurring,blocked,person,2020-06-27,2021-05-06T10:49:24,0,1,2020-04-01,,hidden,FTTH 15,26000,MIH - Dagon
2689,recurring,disabled,person,2020-06-27,,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2690,recurring,active,person,2020-06-27,2022-11-11T00:43:25,26000,1,2021-07-01,2021-11-30,hidden,FTTH 15,26000,MIH - Kamayut
2695,recurring,disabled,person,2020-06-27,,0,1,2021-07-01,2022-09-30,disabled,FTTH 15,26000,MIH - Mingalartaungnyunt
2697,recurring,disabled,person,2020-06-27,,0,1,2020-04-01,,hidden,FTTH 60,75000,MIH - Lamadaw
2701,recurring,active,person,2020-06-29,2022-11-11T00:49:57,26000,1,2021-07-01,,hidden,FTTH 25,42000,PYAY-CITY-FTTH
2704,recurring,active,person,2020-06-29,2022-11-11T00:45:12,19500,1,2021-07-01,,hidden,FTTH 15,26000,APN - The Leaf
2705,recurring,blocked,person,2020-06-29,2022-11-11T00:52:06,26000,1,2021-07-01,,hidden,FTTH 15,26000,MIH - Botataung
2706,recurring,disabled,person,2020-06-29,2020-12-29T15:25:11,0,1,2020-04-02,2020-08-20,hidden,FTTH 15,26000,MIH - Hlaing
2708,recurring,active,person,2020-06-29,2022-11-11T00:43:24,26000,1,2020-04-02,2020-10-05,disabled,LK-BI-Global-20,1500,MIH - Hlaing
2709,recurring,active,person,2020-06-29,2022-11-08T13:54:41,0,1,2021-09-01,,active,FTTH 25,42000,APN - San Chaung Garden
2710,recurring,active,person,2020-06-29,2022-11-11T00:49:37,26000,1,2020-04-03,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2711,recurring,blocked,person,2020-06-29,2022-11-11T00:49:42,26000,1,2020-04-03,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2713,recurring,active,person,2020-06-29,2022-11-11T00:42:25,42000,1,2021-08-01,2022-06-30,disabled,FTTH 25,42000,APN - AYCT
2721,recurring,active,person,2020-06-29,2022-11-11T00:49:33,26000,1,2021-07-01,2021-11-27,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2722,recurring,active,person,2020-06-29,2022-11-11T00:49:42,26000,1,2020-04-04,2020-11-22,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2723,recurring,active,person,2020-06-29,2022-11-11T00:49:32,26000,1,2020-04-04,2020-10-05,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
2724,recurring,disabled,person,2020-06-29,,0,1,2020-04-04,2022-01-03,disabled,LK-BI-Global-20,1500,MIH - Hlaing
2725,recurring,active,person,2020-06-29,2022-11-10T18:02:40,26000,1,2020-04-04,2020-10-03,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
2726,recurring,active,person,2020-06-30,2022-11-11T00:36:39,26000,1,2020-04-04,2020-10-05,disabled,LK-BI-Global-20,1500,PYAY-CITY-FTTH
2728,recurring,active,person,2020-06-30,2022-11-11T00:49:40,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2732,recurring,disabled,person,2020-06-30,2022-02-11T14:44:56,0,1,2021-07-01,2022-03-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2733,recurring,disabled,person,2020-06-30,,0,1,2021-07-01,,stopped,FTTH 25,42000,PYAY-CITY-FTTH
2734,recurring,active,person,2020-06-30,2022-11-11T00:49:42,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2736,recurring,disabled,person,2020-06-30,2022-10-01T00:01:01,0,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2741,recurring,disabled,person,2020-06-30,2020-10-05T18:05:56,0,1,2021-07-01,,hidden,FTTH 25,42000,LAOKAI-FTTH
2743,recurring,active,person,2020-07-01,2022-11-11T00:49:48,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2744,recurring,active,person,2020-07-01,2022-11-11T00:49:34,26000,1,2021-07-01,2021-10-31,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2745,recurring,disabled,person,2020-07-01,2021-08-02T14:14:56,0,1,2020-04-07,2020-08-20,hidden,FTTH 15,26000,Uni - Pabaedan
2747,recurring,disabled,person,2020-07-01,2020-09-05T15:41:02,0,1,2020-04-07,2020-09-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2750,recurring,blocked,person,2020-07-01,2022-11-11T00:49:57,26000,1,2021-08-01,2021-11-30,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2752,recurring,blocked,person,2020-07-01,2022-11-11T00:49:47,26000,1,2020-04-08,,active,DIA 1G,0,PYAY-CITY-FTTH
2753,recurring,active,person,2020-07-01,2022-11-11T00:49:48,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2755,recurring,active,person,2020-07-01,2022-11-11T00:49:33,26000,1,2020-04-11,2020-07-15,disabled,LK-BI-Global-200,8000,PYAY-CITY-FTTH
2756,recurring,disabled,person,2020-07-01,2021-02-16T16:47:01,0,1,2020-04-12,2020-08-18,disabled,LK-BI-Global-200,8000,PYAY-CITY-FTTH
2757,recurring,disabled,person,2020-07-01,,0,1,2020-04-13,2020-10-03,disabled,LK-BI-Global-50,3250,MIH - Hlaing
2758,recurring,disabled,person,2020-07-01,,0,1,2020-04-13,2020-04-15,disabled,LK-DIA-Global-20,7000,PYAY-CITY-FTTH
2761,recurring,active,person,2020-07-01,2022-11-10T11:20:29,26000,1,2020-04-14,2020-04-15,disabled,LK-BI-Global-20,1500,APN - Bahan
2762,recurring,disabled,person,2020-07-01,2020-10-02T10:26:18,0,1,2020-04-14,2020-04-15,disabled,LK-BI-Global-20,1500,LAOKAI-FTTH
2763,recurring,disabled,person,2020-07-01,2020-09-06T14:20:14,0,1,2020-04-15,2020-10-03,disabled,LK-BI-Global-100,5500,LAOKAI-FTTH
2764,recurring,disabled,person,2020-07-01,2020-09-21T11:55:36,0,1,2020-04-16,2020-10-05,disabled,LK-BI-Global-100,5500,LAOKAI-FTTH
2765,recurring,disabled,person,2020-07-01,2020-08-18T13:42:53,0,1,2020-04-16,2020-10-05,disabled,LK-BI-Global-50,3250,LAOKAI-FTTH
2766,recurring,disabled,person,2020-07-01,2020-08-20T07:52:11,0,1,2020-04-16,2020-06-15,disabled,LK-BI-Global-50,3250,LAOKAI-FTTH
2767,recurring,disabled,person,2020-07-01,,0,1,2020-04-18,2020-10-17,disabled,LK-BI-Global-50,3250,MIH - Tamwe
2769,recurring,disabled,person,2020-07-02,,0,1,2021-07-01,,active,FTTH 15,26000,MIH - Thingangyun
2770,recurring,disabled,person,2020-07-02,,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2772,recurring,active,person,2020-07-01,2022-11-11T00:49:41,26000,1,2021-07-01,2022-03-28,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2774,recurring,active,person,2020-07-02,2022-11-11T00:49:47,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2776,recurring,disabled,person,2020-07-02,,0,1,2021-07-01,,hidden,FTTH 15,26000,MIH - Thingangyun
2778,recurring,disabled,person,2020-07-02,,0,1,2021-07-01,,hidden,FTTH 15,26000,MIH - Lamadaw
2783,recurring,active,person,2020-07-02,2022-11-11T00:49:57,26000,1,2021-07-01,2022-07-31,hidden,FTTH 25,42000,PYAY-CITY-FTTH
2786,recurring,disabled,person,2020-07-02,2020-12-07T17:01:27,0,1,2021-07-01,2021-07-11,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2789,recurring,active,person,2020-07-02,2022-11-11T00:46:37,20800,1,2021-07-01,,hidden,FTTH 15,26000,APN - San Chaung Garden
2792,recurring,active,person,2020-07-02,2022-11-11T00:45:15,26000,1,2020-04-22,2021-02-02,hidden,FTTH 15,26000,APN - Bayint Naung
2793,recurring,disabled,person,2020-07-02,,0,1,2020-04-22,2021-02-02,hidden,FTTH 15,26000,MIH - Thingangyun
2794,recurring,active,person,2020-07-02,2022-11-11T00:43:29,26000,1,2020-04-22,2020-06-21,hidden,FTTH 15,26000,MIH - Mingalartaungnyunt
2797,recurring,active,person,2020-07-03,2022-11-11T00:43:22,26000,1,2021-08-01,2021-11-30,disabled,FTTH 15,26000,MIH - Alone
2798,recurring,active,person,2020-07-03,2022-11-11T00:49:39,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2800,recurring,active,person,2020-07-03,2022-11-11T00:49:48,26000,1,2020-04-23,2020-07-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2804,recurring,disabled,person,2020-07-03,,0,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2805,recurring,active,person,2020-07-03,2022-11-11T00:49:40,26000,1,2020-04-23,2020-07-23,disabled,LK-BI-Global-50,3250,PYAY-CITY-FTTH
2806,recurring,blocked,person,2020-07-03,2022-11-11T00:49:52,26000,1,2021-07-01,,stopped,FTTH 15,26000,PYAY-CITY-FTTH
2807,recurring,active,person,2020-07-03,2022-11-11T00:49:33,26000,1,2020-04-23,2020-10-21,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2811,recurring,disabled,person,2020-07-03,2020-11-26T15:02:21,0,1,2020-04-24,2020-11-22,hidden,FTTH 15,26000,LAOKAI-FTTH
2812,recurring,disabled,person,2020-07-03,2020-11-26T15:02:22,0,1,2020-04-24,2021-02-02,hidden,FTTH 15,26000,LAOKAI-FTTH
2813,recurring,blocked,person,2020-07-03,2022-11-11T00:49:38,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2814,recurring,active,person,2020-07-03,2022-11-11T00:49:33,26000,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2815,recurring,disabled,person,2020-07-03,2020-10-28T16:34:11,0,1,2021-07-01,,active,FTTH 15,26000,LAOKAI-FTTH
2818,recurring,disabled,person,2020-07-03,2021-05-03T00:03:57,0,1,2020-04-24,2020-08-20,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2824,recurring,disabled,person,2020-07-04,2020-11-01T09:03:16,0,1,2020-04-25,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2826,recurring,active,person,2020-07-04,2022-11-10T22:03:27,26000,1,2020-04-25,2021-03-30,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2827,recurring,active,person,2020-07-04,2022-11-11T00:49:32,26000,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2831,recurring,blocked,person,2020-07-04,2022-11-11T00:49:42,26000,1,2021-07-01,2021-09-12,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2832,recurring,active,person,2020-07-04,2022-11-11T00:49:33,26000,1,2021-07-01,2021-07-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2835,recurring,disabled,person,2020-07-06,2021-10-24T16:11:46,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2836,recurring,disabled,person,2020-07-06,2022-07-16T15:57:37,0,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2845,recurring,blocked,person,2020-07-07,2022-11-10T20:02:26,26000,1,2020-04-27,2020-09-28,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2847,recurring,blocked,person,2020-07-07,2022-11-11T00:49:42,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2856,recurring,active,person,2020-07-07,2022-11-11T00:46:37,26000,1,2021-07-01,,active,FTTH 15,26000,APN - San Chaung Garden
2857,recurring,disabled,person,2020-07-08,2020-10-09T10:30:04,0,1,2021-07-01,,active,FTTH 15,26000,LAOKAI-FTTH
2859,recurring,blocked,person,2020-07-08,2021-10-24T13:25:01,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2860,recurring,disabled,person,2020-07-08,2021-05-22T15:26:08,0,1,2021-07-01,2022-01-31,disabled,FTTH 15,26000,MIH - North Dagon
2861,recurring,disabled,person,2020-07-08,2020-12-01T11:19:45,0,1,2020-04-27,2021-06-08,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2866,recurring,blocked,person,2020-07-08,2022-11-11T00:43:29,26000,1,2020-04-27,,hidden,FTTH 15,26000,MIH - Mayangone
2868,recurring,disabled,person,2020-07-08,2020-09-07T14:34:21,0,1,2020-04-27,,hidden,FTTH 15,26000,APN - Pearl 
2869,recurring,active,person,2020-07-08,2022-11-11T00:45:57,45000,1,2020-06-17,2020-08-20,hidden,FTTH 15,26000,APN - Skysuites
2870,recurring,active,person,2020-07-09,2022-11-11T00:12:29,26000,1,2020-04-27,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2871,recurring,active,person,2020-07-09,2022-11-11T00:43:25,26000,1,2020-04-27,,hidden,FTTH 15,26000,MIH - Kamayut
2874,recurring,disabled,person,2020-07-09,2020-08-31T11:27:54,0,1,2021-07-01,2021-11-30,disabled,FTTH 15,26000,MIH - Kamayut
2875,recurring,active,person,2020-07-09,2022-11-11T00:43:29,26000,1,2020-04-29,2020-07-21,hidden,FTTH 15,26000,MIH - Kyauktada
2876,recurring,disabled,person,2020-07-09,,0,1,2020-04-28,2020-06-21,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2877,recurring,blocked,person,2020-07-09,2021-11-12T01:09:03,0,1,2020-04-27,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2880,recurring,active,person,2020-07-09,2022-11-11T00:43:23,26000,1,2020-06-17,2020-07-21,hidden,FTTH 15,26000,MIH - Kyauktada
2882,recurring,active,person,2020-07-09,2022-11-11T00:49:41,26000,1,2020-04-27,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2883,recurring,disabled,person,2020-07-09,,0,1,2020-04-27,,hidden,FTTH 15,26000,MIH - Mingalartaungnyunt
2884,recurring,blocked,person,2020-07-09,2022-11-11T00:49:36,26000,1,2020-04-28,2021-02-17,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2885,recurring,disabled,person,2020-07-09,2021-03-26T16:09:11,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Bahan
2886,recurring,disabled,person,2020-07-09,2020-11-17T16:11:40,0,1,2021-07-01,,active,FTTH 15,26000,MIH - Botataung
2887,recurring,active,person,2020-07-09,2022-11-11T00:42:24,26000,1,2020-04-28,2020-11-30,hidden,FTTH 15,26000,APN - AYCT
2888,recurring,disabled,person,2020-07-09,,0,1,2021-07-01,2021-11-30,disabled,FTTH 15,26000,MIH - Yankin
2897,recurring,active,person,2020-07-10,2022-11-11T00:49:40,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2898,recurring,active,person,2020-07-10,2022-11-11T00:49:33,26000,1,2021-07-01,2022-07-30,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2901,recurring,blocked,person,2020-07-10,2021-01-10T16:18:37,0,1,2020-04-29,,hidden,FTTH 15,26000,MIH - Sanchaung
2902,recurring,active,person,2020-07-10,2022-11-11T00:45:56,36000,1,2021-07-01,,active,FTTH 15,26000,APN - Skysuites
2907,recurring,blocked,person,2020-07-10,2022-11-11T00:49:42,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2908,recurring,disabled,person,2020-07-10,2021-03-11T05:22:32,0,1,2021-07-01,,active,FTTH 15,26000,MIH - Hlaing
2910,recurring,active,person,2020-07-10,2022-11-11T00:43:25,42000,1,2021-07-01,,active,FTTH 15,26000,MIH - Latha
2912,recurring,active,person,2020-07-10,2022-11-11T00:49:35,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2913,recurring,disabled,person,2020-07-10,2021-07-17T18:55:30,0,1,2020-04-30,2020-08-20,hidden,FTTH 25,42000,LAOKAI-FTTH
2916,recurring,active,person,2020-07-11,2022-11-11T00:49:40,26000,1,2021-08-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2917,recurring,disabled,person,2020-07-11,2020-08-08T19:18:32,0,1,2020-05-02,2020-12-18,hidden,FTTH 15,26000,LAOKAI-FTTH
2921,recurring,disabled,person,2020-07-13,,0,1,2021-07-01,,hidden,FTTH 15,26000,Uni - North Oakkala
2924,recurring,disabled,person,2020-07-13,2021-02-02T09:10:46,0,1,2020-06-01,2020-07-21,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2925,recurring,active,person,2020-07-13,2022-11-11T00:45:57,26000,1,2020-05-02,,hidden,FTTH 15,26000,APN - Skysuites
2926,recurring,blocked,person,2020-07-13,2022-11-11T00:49:42,26000,1,2020-07-01,2020-11-22,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2927,recurring,disabled,person,2020-07-13,2022-06-12T10:51:37,0,1,2020-05-02,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2928,recurring,disabled,person,2020-07-13,2021-01-17T17:17:50,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Mayangone
2929,recurring,active,person,2020-07-13,2022-11-10T17:09:56,42000,1,2020-07-09,2020-08-20,hidden,FTTH 25,42000,MIH - Kamayut
2930,recurring,active,person,2020-07-13,2022-11-11T00:49:41,26000,1,2020-05-02,,hidden,FTTH 25,42000,PYAY-CITY-FTTH
2932,recurring,disabled,person,2020-07-13,,0,1,2021-09-21,,hidden,FTTH 15,26000,Uni - North Oakkala
2935,recurring,disabled,person,2020-07-13,2022-04-16T18:01:02,0,1,2021-08-01,2021-09-30,disabled,FTTH 15,26000,LAOKAI-DIA
2938,recurring,blocked,person,2020-07-13,2022-11-11T00:47:49,26000,1,2020-05-02,2020-07-13,disabled,LK-DIA-Global-20,7000,Uni - Insein
2940,recurring,active,person,2020-07-13,2022-11-11T00:43:29,26000,1,2020-05-02,2021-02-02,disabled,LK-DIA-Global-20,7000,MIH - Tamwe
2944,recurring,disabled,person,2020-07-13,,0,1,2021-07-01,,active,FTTH 15,26000,MIH - Yankin
2945,recurring,disabled,person,2020-07-13,2020-12-01T10:15:16,0,1,2020-05-13,2020-06-02,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2947,recurring,blocked,person,2020-07-13,2022-11-11T00:49:42,26000,1,2020-05-02,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2948,recurring,blocked,person,2020-07-14,2021-02-19T06:21:58,0,1,2020-05-02,,hidden,FTTH 15,26000,Uni - Bahan
2950,recurring,disabled,person,2020-07-14,2020-12-24T07:05:37,0,1,2020-05-02,,hidden,FTTH 15,26000,MIH - Mayangone
2951,recurring,disabled,person,2020-07-14,2021-06-23T10:59:52,0,1,2020-06-06,2021-03-02,hidden,FTTH 25,42000,MIH - Bahan
2952,recurring,disabled,person,2020-07-14,2020-09-22T10:38:45,0,1,2020-05-02,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2954,recurring,disabled,person,2020-07-14,2020-09-22T10:38:46,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2958,recurring,active,person,2020-07-14,2022-11-11T00:43:27,26000,1,2021-07-01,2022-05-31,hidden,FTTH 15,26000,MIH - Thar Kay Ta
2959,recurring,disabled,person,2020-07-14,2022-04-06T11:17:06,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Sanchaung
2968,recurring,disabled,person,2020-07-15,2021-10-19T05:47:16,0,1,2021-07-01,2021-11-30,hidden,FTTH 15,26000,Uni - Sanchaung
2969,recurring,active,person,2020-07-15,2022-11-11T00:49:47,26000,1,2020-05-04,2020-08-20,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2970,recurring,disabled,person,2020-07-15,2020-12-22T01:42:13,0,1,2020-05-04,2020-09-21,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2971,recurring,disabled,person,2020-07-15,2022-04-11T00:34:20,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
2972,recurring,disabled,person,2020-07-15,2021-01-05T09:56:06,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Mayangone
2981,recurring,active,person,2020-07-15,2022-11-11T00:49:42,26000,1,2021-07-01,2021-11-27,disabled,FTTH 15,26000,PYAY-CITY-FTTH
2982,recurring,active,person,2020-07-15,2022-11-11T00:42:20,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - South Oakkala
2983,recurring,disabled,person,2020-07-15,2021-01-01T21:07:14,0,1,2021-07-01,2022-01-31,disabled,FTTH 15,26000,Uni - Hlaing
2984,recurring,active,person,2020-07-15,2022-11-11T00:42:24,26000,1,2020-05-04,2020-09-02,hidden,FTTH 15,26000,APN - AYCT
2985,recurring,disabled,person,2020-07-15,,0,1,2021-07-01,,hidden,FTTH 15,26000,Uni - Dagonseikkan
2986,recurring,disabled,person,2020-07-15,,0,1,2020-05-29,2020-09-02,hidden,FTTH 15,26000,MIH - North Dagon
2987,recurring,active,person,2020-07-15,2022-11-11T00:43:23,19500,1,2021-07-01,,active,FTTH 15,26000,MIH - Hlaing
2991,recurring,disabled,person,2020-07-15,2021-05-01T14:25:23,0,1,2020-05-05,2021-03-06,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2992,recurring,active,person,2020-07-16,2022-11-11T00:49:52,26000,1,2020-05-05,,hidden,FTTH 25,42000,PYAY-CITY-FTTH
2993,recurring,active,person,2020-07-16,2022-11-11T00:43:26,26000,1,2021-07-01,,active,FTTH 15,26000,MIH - Mingalartaungnyunt
2996,recurring,active,person,2020-07-16,2022-11-11T00:49:41,26000,1,2020-05-05,2020-08-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
2997,recurring,blocked,person,2020-07-16,2022-11-11T00:49:11,26000,1,2020-05-05,2020-09-21,hidden,FTTH 15,26000,Uni - Mayangone
2999,recurring,disabled,person,2020-07-16,2020-10-22T16:04:56,0,1,2020-05-05,2020-08-31,hidden,FTTH 15,26000,PYAY-CITY-FTTH
3006,recurring,disabled,person,2020-07-16,2020-12-24T08:26:33,0,1,2020-05-05,,hidden,FTTH 15,26000,MIH - Thingangyun
3008,recurring,disabled,person,2020-07-16,,0,1,2021-07-01,,hidden,FTTH 15,26000,Uni - Dagonseikkan
3009,recurring,disabled,person,2020-07-16,,0,1,2021-04-30,,hidden,FTTH 15,26000,MIH - Thar Kay Ta
3016,recurring,active,person,2020-07-17,2022-11-11T00:49:41,26000,1,2020-05-07,2020-06-21,hidden,FTTH 15,26000,PYAY-CITY-FTTH
3020,recurring,disabled,person,2020-07-17,2021-04-21T13:44:19,0,1,2020-05-07,2020-11-22,hidden,FTTH 15,26000,LAOKAI-FTTH
3022,recurring,blocked,person,2020-07-17,2022-11-10T23:20:31,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
3023,recurring,disabled,person,2020-07-17,2020-09-25T23:54:39,0,1,2021-07-01,2021-12-31,disabled,FTTH 15,26000,Uni - Tamwe
3027,recurring,active,person,2020-07-17,2022-11-11T00:43:30,26000,1,2020-05-07,2020-08-17,disabled,LK-BI-Global-50,3250,MIH - Thingangyun
3033,recurring,active,person,2020-07-18,2022-11-10T21:48:37,26000,1,2020-05-08,2020-08-20,hidden,FTTH 15,26000,PYAY-CITY-FTTH
3034,recurring,active,person,2020-07-18,2022-11-11T00:49:53,26000,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
3035,recurring,disabled,person,2020-07-18,2020-09-24T05:14:29,0,1,2021-07-01,,active,FTTH 15,26000,Uni - Bahan
3039,recurring,active,person,2020-07-18,2022-11-11T00:49:35,26000,1,2020-05-09,2020-08-04,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
3040,recurring,blocked,person,2020-07-18,2022-07-15T22:49:03,0,1,2020-05-09,2020-08-04,disabled,LK-BI-Global-100,5500,PYAY-CITY-FTTH
3042,recurring,disabled,person,2020-07-18,2021-01-21T00:17:57,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
3044,recurring,blocked,person,2020-07-18,2022-05-12T00:50:26,0,1,2020-05-09,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
3046,recurring,disabled,person,2020-07-21,,0,1,2021-07-01,2022-11-15,hidden,FTTH 15,26000,MIH - Hlaing
3059,recurring,active,person,2020-07-21,2022-11-10T21:26:38,26000,1,2021-07-01,,hidden,FTTH 15,26000,PYAY-CITY-FTTH
3061,recurring,active,person,2020-07-21,2022-11-09T14:33:39,26000,1,2021-07-01,2021-12-31,disabled,FTTH 15,26000,MIH - Tamwe
3063,recurring,active,person,2020-07-22,2022-11-11T00:43:24,26000,1,2020-05-11,2020-09-30,hidden,FTTH 15,26000,MIH - Hlaing
3064,recurring,active,person,2020-07-22,2022-11-10T20:37:03,19500,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
3069,recurring,disabled,person,2020-07-22,,0,1,2021-07-01,,active,FTTH 15,26000,PYAY-CITY-FTTH
3074,recurring,active,person,2020-07-22,2022-11-11T00:42:17,26000,1,2021-07-01,,active,FTTH 15,26000,Uni - Lamadaw
